DatGeracaoConjuntoDados;AnoLeilao;DatLeilao;NumLeilao;DscNumeroLeilaoCCEE;DscTipoLeilao;NomEmpreendimento;CodCEG;IdeNucleoCEG;SigTipoGeracao;DscFonteEnergia;DscDetalhamentoFonteEnergia;MdaPotenciaInstaladaMW;MdaGarantiaFisicaSEL;VlrEnergiaVendida;VlrPrecoTeto;VlrPrecoLeilao;VlrDesagio;VlrInvestimentoPrevisto;MdaDuracaoContrato;SigUFPrincipal;VlrCotacaoDolar;VlrPrecoTetoDolar;VlrPrecoDolar;VlrInvestimentoDolar;DscEmpresaVencedora
2022-10-01;2007;2007-10-16;2007/1;5° LEN;A-5;Suape II;UTE.PE.PE.029719-4;29719;UTE;Óleo;Óleo combustível;350,00;265,40;265,00;141,00;131,49;6,74;590000000,00;15;PE;1,81;75,56;72,33;324532453,25;Petróleo Brasileiro S.A. Petrobras
2022-10-01;2007;2007-10-16;2007/1;5° LEN;A-5;MPX;UTE.CM.CE.029720-8;29720;UTE;Carvão;Carvão;700,00;631,00;615,00;141,00;125,95;10,67;2101430000,00;15;CE;1,81;75,56;69,28;1155902090,21;MPX Pecém Geração de Energia S.A.
2022-10-01;2007;2007-10-16;2007/1;5° LEN;A-5;Termomaranhão;UTE.CM.MA.029700-3;29700;UTE;Carvão;Carvão;350,00;332,70;315,00;141,00;128,95;8,54;1413000000,00;15;MA;1,81;75,56;70,93;777227722,77;Diferencial Energia Empreendimentos e Participações Ltda.
2022-10-01;2007;2007-10-16;2007/1;5° LEN;A-5;São Domingos;UHE.PH.MS.028761-0;28761;UHE;Hidro;Hidro;48,00;36,00;36,00;141,00;126,57;10,23;140151,26;30;MS;1,81;75,56;69,62;,00;Eletrosul Centrais Elétricas S.A.
2022-10-01;2007;2007-10-16;2007/1;5° LEN;A-5;Estreito;UHE.PH.MA.028863-2;28863;UHE;Hidro;Hidro;1087,00;584,90;256,00;147,89;126,57;14,41;3432727570,00;30;MA;1,81;62,00;69,62;,00;Suez Energy South América Participações Ltda.
2022-10-01;2007;2007-10-16;2007/1;5° LEN;A-5;Foz do Chapecó;UHE.PH.RS.028354-1;28354;UHE;Hidro;Hidro;855,00;432,00;259,00;141,00;131,49;6,74;2233658700,00;30;SC;1,81;75,56;72,33;,00;FOZ DO CHAPECO ENERGIA S.A.
2022-10-01;2007;2007-10-16;2007/1;5° LEN;A-5;Serra do Facão;UHE.PH.GO.028355-0;28355;UHE;Hidro;Hidro;212,60;182,00;121,00;141,00;131,49;6,74;900195000,00;30;GO;1,81;75,56;72,33;,00;Alcoa Alumínio S.A.
2022-10-01;2007;2007-10-16;2007/1;5° LEN;A-5;Funil;UHE.PH.MG.001006-5;1006;UHE;Hidro;Hidro;180,00;89,00;43,00;141,00;125,90;10,70;,00;30;MG;1,81;75,56;69,25;,00;Cemig Geração e Transmissão S.A.
2022-10-01;2007;2007-10-16;2007/1;5° LEN;A-5;Santa Cruz Unidades 1 e 2;UTE.GN.RJ.027243-4;27243;UTE;Gás;Gás Natural;500,00;360,00;351,00;141,00;129,34;8,26;183000000,00;15;RJ;1,81;75,56;71,14;100660066,01;Furnas Centrais Elétricas S.A.
2022-10-01;2007;2007-12-10;2007/5;1º Estrutu;Estruturante;Santo Antônio;UHE.PH.RO.029707-0;29707;UHE;Hidro;Hidro;3150,40;2218,00;1552,00;122,00;78,87;35,35;9495381160,00;17;RO;1,76;67,25;44,77;5389896781,52;Furnas Centrais Elétricas S.A.
2022-10-01;2008;2008-05-19;2008/5;2º Estrutu;Estruturante;Jirau;UHE.PH.RO.029736-4;29736;UHE;Hidro;Hidro;3300,00;1975,30;1382,00;91,00;71,37;21,57;8699124120,00;30;RO;1,65;53,13;43,24;5270599285,07;Suez Energy South América Participações Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Porto das Águas;UTE.AI.GO.029999-5;29999;UTE;Biomassa;Bagaço de Cana;70,00;12,50;12,00;61,00;60,04;1,57;129658000,00;15;GO;1,62;35,57;36,97;79848503,51;Usina Porto das Águas Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Cocal II (AMPLIAÇÃO);UTE.AI.SP.029713-5;29713;UTE;Biomassa;Bagaço de Cana;120,00;55,50;22,00;61,00;61,00;,00;197500000,00;15;SP;1,62;35,57;37,57;121628279,34;Cocal Comércio e Indústria Canaã Açúcar e Álcool Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Angélica;UTE.AI.MS.029670-8;29670;UTE;Biomassa;Bagaço de Cana;32,00;18,00;10,00;61,00;59,85;1,88;68300000,00;15;MS;1,62;35,57;36,86;42061830,27;Angélica Agroenergia Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Bonfim (AMPLIAÇÃO);UTE.AI.SP.029665-1;29665;UTE;Biomassa;Bagaço de Cana;45,00;18,80;10,00;61,00;60,04;1,57;261485000,00;15;SP;1,62;35,57;36,97;161032762,66;Barra Bioenergia S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Noroeste Paulista (Sebastianópolis I);UTE.AI.SP.029775-5;29775;UTE;Biomassa;Bagaço de Cana;78,00;20,40;11,00;61,00;59,97;1,68;80800000,00;15;AP;1,62;35,57;36,93;49759822,64;Usina Noroeste Paulista Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Noble Energia (Sebastianópolis II);UTE.AI.SP.030004-7;30004;UTE;Biomassa;Bagaço de Cana;30,00;16,00;11,00;61,00;60,00;1,63;52500000,00;15;SP;1,62;35,57;36,95;32331567,93;Usina Noroeste Paulista Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Santa Luzia I;UTE.AI.MS.030006-3;30006;UTE;Biomassa;Bagaço de Cana;130,00;35,50;26,00;61,00;60,04;1,57;182581000,00;15;MS;1,62;35,57;36,97;112440571,50;Agro Energia Santa Luzia Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Conquista do Pontal;UTE.AI.SP.030024-1;30024;UTE;Biomassa;Bagaço de Cana;100,00;26,00;22,00;61,00;60,04;1,57;157500000,00;15;SP;1,62;35,57;36,97;96994703,78;Usina Conquista do Pontal S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Clealco-Queiroz  (AMPLIAÇÃO);UTE.AI.SP.030036-5;30036;UTE;Biomassa;Bagaço de Cana;35,00;11,30;7,00;61,00;60,49;,83;35900000,00;15;SP;1,62;35,57;37,25;22108634,07;Clealco Açúcar e Alcool S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Unidade de Bioenergia Costa Rica;UTE.AI.MS.030037-3;30037;UTE;Biomassa;Bagaço de Cana;72,70;27,00;27,00;61,00;53,74;11,90;96360000,00;15;MS;1,62;35,57;33,10;59342283,53;Brenco Companhia Brasileira de Energia Renovável
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Unidade de Bioenergia Alto Taquari;UTE.AI.MT.030038-1;30038;UTE;Biomassa;Bagaço de Cana;72,70;27,00;27,00;61,00;52,69;13,62;96360000,00;15;MT;1,62;35,57;32,45;59342283,53;Brenco Companhia Brasileira de Energia Renovável
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Unidade de Bioenergia Água Emendada;UTE.AI.GO.030039-0;30039;UTE;Biomassa;Bagaço de Cana;72,70;27,00;27,00;61,00;54,73;10,27;96360000,00;15;GO;1,62;35,57;33,70;59342283,53;Central Energética Água Emendada S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Unidade de Bioenergia Morro Vermelho;UTE.AI.GO.030040-3;30040;UTE;Biomassa;Bagaço de Cana;72,70;27,00;27,00;61,00;55,87;8,40;96360000,00;15;GO;1,62;35,57;34,41;59342283,53;Brenco Companhia Brasileira de Energia Renovável
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Chapadão Agroenergia;UTE.AI.SP.030041-1;30041;UTE;Biomassa;Bagaço de Cana;192,00;39,80;12,00;61,00;60,04;1,57;340000000,00;15;SP;1,62;35,57;36,97;209385392,29;Chapadão Agroenergia Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Jatai;UTE.AI.GO.030043-8;30043;UTE;Biomassa;Bagaço de Cana;105,00;41,00;34,00;61,00;60,04;1,57;327780000,00;15;GO;1,62;35,57;36,97;201859834,96;COSAN CENTROESTE S.A. AÇÚCAR E ÁLCOOL
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;São Fernando;UTE.AI.MS.030044-6;30044;UTE;Biomassa;Bagaço de Cana;48,00;13,70;5,00;61,00;59,34;2,72;75196000,00;15;MS;1,62;35,57;36,54;46308658,70;São Fernando Açúcar e Álcool Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Vale do São Simão;UTE.AI.MG.030046-2;30046;UTE;Biomassa;Bagaço de Cana;50,00;12,60;12,00;61,00;59,79;1,98;72289000,00;15;MG;1,62;35,57;36,82;44518413,60;Companhia Energética Vale do São Simão
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Barra Bioenergia;UTE.AI.SP.030047-0;30047;UTE;Biomassa;Bagaço de Cana;136,00;51,50;34,00;61,00;60,04;1,57;344696000,00;15;SP;1,62;35,57;36,97;212277374,06;Barra Bioenergia S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Ben Bioenergia;UTE.AI.AL.030048-9;30048;UTE;Biomassa;Capim Elefante;30,00;26,40;24,00;61,00;58,49;4,11;101435000,00;15;AL;1,62;35,57;36,02;62467668,43;BEN – Bioenergia, Geração e Comercialização de Energia do Nordeste Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Biopav II;UTE.AI.SP.030053-5;30053;UTE;Biomassa;Bagaço de Cana;140,00;49,60;15,00;61,00;60,02;1,60;210000000,00;15;SP;1,62;35,57;36,96;129326271,71;Biopav S.A. Açucar e Alcool (Transferida outorga pela REA 1912/2009)
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Caçú I;UTE.AI.GO.030025-0;30025;UTE;Biomassa;Bagaço de Cana;130,00;35,50;27,00;61,00;60,04;1,57;182581000,00;15;GO;1,62;35,57;36,97;112440571,50;Rio Claro Agrodindustrial S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;CBB - Companhia Bioenergética Brasileira;UTE.AI.GO.030031-4;30031;UTE;Biomassa;Bagaço de Cana;18,10;6,00;6,00;61,00;59,81;1,95;47680000,00;15;GO;1,62;35,57;36,83;29363222,07;ALDA PARTICIPAÇÃO E AGROPECUÁRIA S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Cachoeira Dourada;UTE.AI.GO.030033-0;30033;UTE;Biomassa;Bagaço de Cana;80,00;35,50;15,00;61,00;60,04;1,57;147763000,00;15;GO;1,62;35,57;36,97;90998275,65;U.S.J Açúcar e Álcool S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Vale do Tijuco;UTE.AI.MG.030034-9;30034;UTE;Biomassa;Bagaço de Cana;45,00;7,30;7,00;61,00;59,52;2,42;100956000,00;15;MG;1,62;35,57;36,65;62172681,36;Companhia Energética de Açúcar e Álcool Vale do Tijuco Ltda.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Bioenergética Vale do Paracatu - BEVAP;UTE.AI.MG.030063-2;30063;UTE;Biomassa;Bagaço de Cana;80,00;39,20;20,00;61,00;60,02;1,60;141000000,00;15;MG;1,62;35,57;36,96;86833353,86;Bioenergética Vale do Paracatu S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Destilaria Andrade (AMPLIAÇÃO);UTE.AI.SP.027768-1;27768;UTE;Biomassa;Bagaço de Cana;40,20;20,00;20,00;61,00;59,80;1,96;76660000,00;15;SP;1,62;35,57;36,83;47210247,57;Ibitiúva Bioenergética S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;São Luiz (Abengoa São Luiz);UTE.AI.SP.026869-0;26869;UTE;Biomassa;Bagaço de Cana;70,00;24,00;8,00;61,00;60,04;1,57;264000000,00;15;SP;1,62;35,57;36,97;162581598,72;Abengoa Bioenergia São Luiz S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Decasa;UTE.AI.SP.028051-8;28051;UTE;Biomassa;Bagaço de Cana;75,00;43,00;16,00;61,00;59,90;1,80;199000000,00;15;SP;1,62;35,57;36,89;122552038,43;DECASA- DESTILARIA DE ÁLCOOL CAIUÁ S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Ferrari (AMPLIAÇÃO);UTE.AI.SP.028058-5;28058;UTE;Biomassa;Bagaço de Cana;65,50;23,20;6,00;61,00;60,76;,39;13365000,00;15;SP;1,62;35,57;37,42;8230693,44;FERRARI TERMOELÉTRICA S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Boa Vista;UTE.AI.GO.029588-4;29588;UTE;Biomassa;Bagaço de Cana;80,00;36,20;11,00;61,00;59,50;2,45;,00;15;GO;1,62;35,57;36,64;,00;Usina Boa Vista Boa Vista S.A.
2022-10-01;2008;2008-08-14;2008/1;1° LER;LER;Tropical Bioenergia 2;UTE.AI.GO.031769-1;31769;UTE;Biomassa;Bagaço de Cana;85,00;40,30;37,00;61,00;60,04;1,57;143024000,00;15;GO;1,62;35,57;36,97;88079812,78;TROPICAL BIOENERGIA S.A.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;Linhares;UTE.GN.ES.030054-3;30054;UTE;Gás;Gás Natural;204,00;98,70;96,00;150,00;130,00;13,33;283148000,00;15;ES;1,89;77,35;68,77;149782056,71;Linhares Geração S.A.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;Santa RITA de CÁSSIA;UTE.PE.PB.030058-6;30058;UTE;Óleo;Óleo combustível;174,60;97,80;93,00;150,00;129,79;13,47;285259000,00;15;PB;1,89;77,35;68,66;150898751,59;Multiner S.A.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;José de Alencar;UTE.GN.CE.030059-4;30059;UTE;Gás;Gás Natural;300,00;173,30;169,00;150,00;131,41;12,39;631249000,00;15;CE;1,89;77,35;69,51;333923508,25;Cauipe Geradora de Energia S.A.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;Pernambuco IV;UTE.PE.PE.030045-4;30045;UTE;Óleo;Óleo combustível;200,79;112,40;107,00;150,00;130,97;12,68;329383000,00;15;PE;1,89;77,35;69,28;174239843,42;Multiner S.A.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;MC2 Camaçari 1;UTE.PE.BA.030177-9;30177;UTE;Óleo;Óleo combustível;176,00;105,70;102,00;150,00;125,85;16,10;327130000,00;15;BA;1,89;77,35;66,57;173048032,16;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;MC2 Senhor do Bonfim;UTE.PE.BA.030178-7;30178;UTE;Óleo;Óleo combustível;176,00;105,70;102,00;150,00;127,84;14,77;327130000,00;15;BA;1,89;77,35;67,63;173048032,16;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;MC2 Catu;UTE.PE.BA.030179-5;30179;UTE;Óleo;Óleo combustível;176,00;105,70;102,00;150,00;126,85;15,43;327130000,00;15;BA;1,89;77,35;67,10;173048032,16;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;MC2 Feira de Santana;UTE.PE.BA.030180-9;30180;UTE;Óleo;Óleo combustível;176,00;105,20;101,00;150,00;127,85;14,76;327130000,00;15;BA;1,89;77,35;67,63;173048032,16;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;MC2 Dias D'ávila 1;UTE.PE.BA.030181-7;30181;UTE;Óleo;Óleo combustível;176,00;105,70;102,00;150,00;126,35;15,76;327130000,00;15;BA;1,89;77,35;66,84;173048032,16;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-17;2008/2;6° LEN;A-3;MC2 Dias D'ávila 2;UTE.PE.BA.030182-5;30182;UTE;Óleo;Óleo combustível;176,00;105,70;102,00;150,00;125,35;16,43;327130000,00;15;BA;1,89;77,35;66,31;173048032,16;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Nova Venecia 2;UTE.GN.MA.030196-5;30196;UTE;Óleo;Óleo combustível;176,00;101,60;98,00;146,00;146,00;,00;327130000,00;15;ES;1,90;74,58;76,58;171577677,54;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Escolha;UTE.GN.ES.030088-8;30088;UTE;Gás;Gás Natural;337,56;194,10;189,00;146,00;144,50;1,02;634363000,00;15;ES;1,90;74,58;75,79;332719500,68;Energética Capixaba S.A.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Porto do Pecém II;UTE.CM.CE.030098-5;30098;UTE;Carvão;Carvão;360,00;294,70;276,00;146,00;140,00;4,10;878689000,00;15;CE;1,90;74,58;73,43;460866988,36;MPX Pecém II Geração de Energia S.A.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Termopower VI;UTE.PE.PE.030118-3;30118;UTE;Óleo;Óleo combustível;200,79;109,20;104,00;146,00;144,80;,82;329383000,00;15;PE;1,90;74,58;75,95;172759362,22;Multiner S.A.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Termopower V;UTE.PE.PE.030119-1;30119;UTE;Óleo;Óleo combustível;200,79;109,20;104,00;146,00;145,90;,06;329383000,00;15;PE;1,90;74,58;76,52;172759362,22;Multiner S.A.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Pernambuco III;UTE.PE.PE.030120-5;30120;UTE;Óleo;Óleo combustível;200,79;109,20;104,00;146,00;144,70;,89;329383000,00;15;PE;1,90;74,58;75,89;172759362,22;Multiner S.A.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Camaçari 3;UTE.PE.BA.030200-7;30200;UTE;Óleo;Óleo combustível;176,00;103,30;99,00;146,00;145,97;,02;327160000,00;15;BA;1,90;74,58;76,56;171593412,36;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Governador Mangabeira;UTE.PE.BA.030200-7;30200;UTE;Óleo;Óleo combustível;176,00;103,30;99,00;146,00;146,00;,00;327130000,00;15;BA;1,90;74,58;76,58;171577677,54;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Messias;UTE.PE.AL.030201-5;30201;UTE;Óleo;Óleo combustível;176,00;101,40;97,00;146,00;146,00;,00;260000000,00;15;AL;1,90;74,58;76,58;136368404,49;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Joinville;UTE.GN.MA.030202-3;30202;UTE;Gás;Gás Natural;330,00;233,30;225,00;146,00;146,00;,00;685867000,00;15;ES;1,90;74,58;76,58;359733032,62;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 João Neiva;UTE.GN.MA.030203-1;30203;UTE;Gás;Gás Natural;330,00;233,30;225,00;146,00;146,00;,00;685867000,00;15;ES;1,90;74,58;76,58;359733032,62;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Rio Largo;UTE.PE.AL.030230-9;30230;UTE;Óleo;Óleo combustível;176,00;101,40;97,00;146,00;146,00;,00;260000000,00;15;AL;1,90;74,58;76,58;136368404,49;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Camaçari 2;UTE.PE.BA.030231-7;30231;UTE;Óleo;Óleo combustível;176,00;103,30;99,00;146,00;145,98;,01;327130000,00;15;BA;1,90;74,58;76,57;171577677,54;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Iconha;UTE.PE.ES.030232-5;30232;UTE;Óleo;Óleo combustível;184,00;104,10;100,00;146,00;146,00;,00;230850000,00;15;ES;1,90;74,58;76,58;121079408,37;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Sapeaçu;UTE.PE.BA.030233-3;30233;UTE;Óleo;Óleo combustível;176,00;103,30;99,00;146,00;146,00;,00;327130000,00;15;BA;1,90;74,58;76,58;171577677,54;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Santo Antonio de Jesus;UTE.PE.BA.030234-1;30234;UTE;Óleo;Óleo combustível;176,00;103,30;99,00;146,00;145,99;,00;327130000,00;15;BA;1,90;74,58;76,57;171577677,54;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Macaíba;UTE.PE.RN.030236-8;30236;UTE;Óleo;Óleo combustível;400,00;232,60;224,00;146,00;146,00;,00;641110000,00;15;RN;1,90;74,58;76,58;336258260,78;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Pecem 2;UTE.PE.CE.030237-6;30237;UTE;Óleo;Óleo combustível;350,00;208,40;201,00;146,00;146,00;,00;560413000,00;15;CE;1,90;74,58;76,58;293933179,48;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Cacimbas;UTE.GN.ES.030170-1;30170;UTE;Gás;Gás Natural;126,58;66,20;64,00;146,00;145,00;,68;261572000,00;15;ES;1,90;74,58;76,05;137192908,84;Espírito Santo Geradora de Energia S.A.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Suape II B;UTE.PE.PE.030262-7;30262;UTE;Óleo;Óleo combustível;350,00;208,40;201,00;146,00;146,00;,00;560414000,00;15;PE;1,90;74,58;76,58;293933703,98;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Baixo Iguaçu;UHE.PH.PR.030923-0;30923;UHE;Hidro;Hidro;350,00;172,80;121,00;123,00;98,98;19,52;1090914120,00;24;PR;1,90;62,51;51,91;572177761,46;Geração Céu Azul S.A.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Cauhyra I;UTE.PE.ES.030391-7;30391;UTE;Óleo;Óleo combustível;148,00;68,10;68,00;146,00;146,00;,00;220000000,00;15;ES;1,90;74,58;76,58;115388649,95;HEXAGONAL CONSTRUÇÕES Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;MC2 Nossa Senhora do Socorro;UTE.PE.BA.030623-1;30623;UTE;Óleo;Óleo combustível;176,00;100,50;97,00;146,00;146,00;,00;327130000,00;15;SE;1,90;74,58;76,58;171577677,54;ÁGUAS GUARIROBA AMBIENTAL Ltda.
2022-10-01;2008;2008-09-30;2008/3;7° LEN;A-5;Paraúna;;;UTE;Biomassa;Bagaço de Cana;114,00;44,70;35,00;146,00;,00;100,00;344422000,00;15;GO;1,90;74,58;,00;180647225,43;COSAN CENTROESTE S.A. AÇÚCAR E ÁLCOOL
2022-10-01;2009;2009-08-27;2009/2;8° LEN;A-3;Codora;UTE.AI.GO.030355-0;30355;UTE;Biomassa;Bagaço de Cana;48,00;16,20;10,00;146,00;144,60;,95;126477000,00;15;GO;1,86;76,22;77,47;67761585,86;Codora Energia Ltda.
2022-10-01;2009;2009-08-27;2009/2;8° LEN;A-3;Rio Bonito;PCH.PH.ES.002293-4;2293;PCH;Hidro;Hidro;22,50;9,40;1,00;144,00;144,00;,00;32412070,00;30;ES;1,86;75,15;77,15;17365159,39;Castelo Energética S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Taíba Águia;EOL.CV.CE.028857-8;28857;EOL ;Eólica;Eólica;23,10;10,69;10,00;189,00;149,90;20,68;126218050,00;20;CE;1,74;106,32;85,91;72339551,81;ENERGIO NORDESTE ENERGIAS RENOVÁVEIS S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Aratuá 1;EOL.CV.RN.030121-3;30121;EOL ;Eólica;Eólica;14,40;6,92;6,00;189,00;151,77;19,69;68196000,00;20;RN;1,74;106,32;86,98;39085281,98;Aratuá Central Geradora Eólica S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Araras;EOL.CV.CE.030278-3;30278;EOL ;Eólica;Eólica;30,00;12,60;12,00;189,00;150,38;20,43;164608860,00;20;CE;1,74;106,32;86,19;94342537,83;ENERGIMP S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Buriti;EOL.CV.CE.030279-1;30279;EOL ;Eólica;Eólica;30,00;11,09;11,00;189,00;150,38;20,43;163888360,00;20;CE;1,74;106,32;86,19;93929596,52;ENERGIMP S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Garças;EOL.CV.CE.030280-5;30280;EOL ;Eólica;Eólica;30,00;13,29;13,00;189,00;150,38;20,43;164051350,00;20;CE;1,74;106,32;86,19;94023011,23;ENERGIMP S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Mangue Seco 3;EOL.CV.RN.030281-3;30281;EOL ;Eólica;Eólica;25,20;12,73;12,00;189,00;149,99;20,64;138457000,00;20;RN;1,74;106,32;85,96;79354080,70;WOBBEN WINDPOWER IND. E COM. Ltda.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Coqueiros;EOL.CV.CE.030282-1;30282;EOL ;Eólica;Eólica;27,00;11,60;11,00;189,00;150,38;20,43;147541030,00;20;CE;1,74;106,32;86,19;84560425,26;ENERGIMP S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Macaúbas;EOL.CV.BA.030283-0;30283;EOL ;Eólica;Eólica;30,00;13,40;13,00;189,00;139,99;25,93;150785000,00;20;BA;1,74;106,32;80,23;86419646,95;Desenvix S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Mangue Seco 2;EOL.CV.RN.030284-8;30284;EOL ;Eólica;Eólica;25,20;12,08;12,00;189,00;149,99;20,64;138457000,00;20;RN;1,74;106,32;85,96;79354080,70;PETROBRAS PETRÓLEO BRASILEIRO S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Mangue Seco 1;EOL.CV.RN.030285-6;30285;EOL ;Eólica;Eólica;25,20;12,37;12,00;189,00;149,99;20,64;138457000,00;20;RN;1,74;106,32;85,96;79354080,70;ALUBAR ENERGIA S.A.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Osório 2;EOL.CV.RS.030286-4;30286;EOL ;Eólica;Eólica;24,00;9,20;9,00;189,00;149,99;20,64;114752740,00;20;RS;1,74;106,32;85,96;65768420,45;Enerfin do Brasil Sociedade de Energia Ltda.
2022-10-01;2009;2009-12-14;2009/3;2° LER;LER;Pedra do Reino;EOL.CV.BA.030288-0;30288;EOL ;Eólica;Eólica;30,00;10,84;10,00;189,00;152,27;19,43;150643320,00;20;BA;1,74;106,32;87,27;86338445,67;Gestamp Eólica S.L.
